N2|synonym|支払う|しはらう|to pay|v|払う|はらう|to pay|v|支払う is the formal written form on invoices and contracts.
N2|synonym|習慣|しゅうかん|habit; custom|n|慣習|かんしゅう|convention; established practice|n|慣習 is a social custom of a group; 習慣 can be one person's routine.
N2|synonym|収集する|しゅうしゅうする|to collect; to gather|v|集める|あつめる|to gather; to collect|v|収集する suits data, waste and systematic collections.
N2|synonym|終了する|しゅうりょうする|to end; to conclude|v|終わる|おわる|to end; to finish|v|終了する is the word on screens and schedules: 受付終了.
N2|synonym|主要|しゅよう|main; principal|na|主な|おもな|main; chief|na|主要 is formal and used in headings; 主な is the plainer modifier.
N2|synonym|状況|じょうきょう|situation; circumstances|n|状態|じょうたい|state; condition|n|状況 is the situation around something; 状態 is the condition of the thing itself.
N2|synonym|条件|じょうけん|condition; terms|n|要件|ようけん|requirement; essential condition|n|要件 is a requirement that must be met; 条件 can be any term of an agreement.
N2|synonym|生じる|しょうじる|to arise; to result|v|起こる|おこる|to happen|v|生じる is written and used for problems, differences and effects arising.
N2|synonym|承認する|しょうにんする|to approve; to authorise|v|認める|みとめる|to acknowledge; to accept|v|承認する is a formal act by someone with authority.
N2|synonym|徐々に|じょじょに|gradually|adv|少しずつ|すこしずつ|little by little|adv|少しずつ is spoken and concrete; 徐々に is written.
N2|synonym|少なくとも|すくなくとも|at least|adv|最低でも|さいていでも|at the very least|adv|最低でも is spoken and stresses the bare minimum acceptable.
N2|synonym|製造する|せいぞうする|to manufacture|v|作る|つくる|to make|v|製造する is industrial production at scale.
N2|synonym|せっかく|せっかく|with much effort; kindly|adv|わざわざ|わざわざ|going out of one's way|adv|わざわざ describes the trouble taken; せっかく laments that the effort may go to waste.
N2|synonym|世話|せわ|care; looking after|n|面倒|めんどう|trouble; care|n|面倒 also means bothersome, so 面倒を見る is care but 面倒だ is a complaint.
N2|synonym|選択する|せんたくする|to select; to choose|v|選ぶ|えらぶ|to choose; to pick|v|選択する implies choosing from set options; 選ぶ is any act of choosing.
N2|synonym|増加する|ぞうかする|to increase|v|増える|ふえる|to increase|v|増加する belongs to reports and statistics; 増える is the everyday verb.
N2|synonym|想像する|そうぞうする|to imagine|v|思い浮かべる|おもいうかべる|to picture; to call to mind|v|思い浮かべる is calling up a specific image; 想像する can be inventing something new.
N2|synonym|相当|そうとう|considerably; quite|adv|かなり|かなり|fairly; quite|adv|相当 is formal; かなり is the everyday spoken degree word.
N2|synonym|そのため|そのため|therefore; as a result|exp|したがって|したがって|therefore; consequently|exp|したがって is formal written logic and often opens a conclusion.
N2|synonym|確かに|たしかに|certainly; indeed|adv|間違いなく|まちがいなく|without a doubt|adv|確かに often concedes a point before a but; 間違いなく asserts certainty.
N2|synonym|多少|たしょう|somewhat; more or less|adv|少し|すこし|a little|adv|多少 is formal and hedges; 少し simply states a small amount.
N2|synonym|直ちに|ただちに|immediately; at once|adv|すぐに|すぐに|right away|adv|直ちに is formal and often carries an order: 直ちに避難してください.
N2|synonym|中止する|ちゅうしする|to cancel; to call off|v|やめる|やめる|to stop; to quit|v|中止する is calling off a scheduled event; やめる is a personal decision to stop.
N2|synonym|調査する|ちょうさする|to investigate; to survey|v|調べる|しらべる|to check; to look into|v|調査する is a formal, organised investigation.
N2|synonym|直接|ちょくせつ|directly; in person|adv|じかに|じかに|firsthand; in person|adv|じかに is spoken and stresses no intermediary.
N2|synonym|通過する|つうかする|to pass through|v|通る|とおる|to pass; to go along|v|通過する is used for trains, bills and inspections.
N2|synonym|使う|つかう|to use|v|活用する|かつようする|to make good use of|v|活用する stresses putting something to effective use.
N2|synonym|都合|つごう|convenience; availability|n|事情|じじょう|circumstances; reasons|n|都合 is your schedule; 事情 is the background reasons behind a situation.
N2|synonym|続く|つづく|to continue|v|持続する|じぞくする|to be sustained; to last|v|持続する stresses maintaining a state over time.
N2|synonym|つまり|つまり|in other words; that is|exp|すなわち|すなわち|namely; that is to say|exp|すなわち is written and academic; つまり is fine in speech.
N2|synonym|停止する|ていしする|to halt; to suspend|v|止まる|とまる|to stop|v|停止する is formal and often means suspending a service.
N2|synonym|適当|てきとう|suitable; appropriate|na|ふさわしい|ふさわしい|fitting; becoming|ia|Careful: in speech 適当 usually means haphazard or half-hearted, the opposite of its dictionary sense.
N2|synonym|当然|とうぜん|naturally; of course|na|当たり前|あたりまえ|obvious; taken for granted|na|当たり前 is spoken and can sound dismissive; 当然 is written and neutral.
N2|synonym|到達する|とうたつする|to reach; to attain|v|届く|とどく|to reach; to arrive|v|到達する suits goals and figures; 届く suits parcels and messages.
N2|synonym|特徴|とくちょう|characteristic; feature|n|特色|とくしょく|distinctive feature|n|特色 stresses what makes it stand out from others.
N2|synonym|特に|とくに|especially|adv|とりわけ|とりわけ|above all; particularly|adv|とりわけ is literary and singles out one item from several.
N2|synonym|途中|とちゅう|on the way; midway|n|最中|さいちゅう|in the middle of|n|最中 is the very peak of an ongoing action; 途中 is anywhere along the way.
N2|synonym|突然|とつぜん|suddenly|adv|急に|きゅうに|suddenly; abruptly|adv|突然 stresses that nothing led up to it; 急に can simply mean at short notice.
N2|synonym|届ける|とどける|to deliver; to report|v|配達する|はいたつする|to deliver (goods)|v|配達する is commercial delivery; 届ける also means notifying authorities.
N2|synonym|内容|ないよう|content; substance|n|中身|なかみ|contents; what is inside|n|中身 is physical or informal; 内容 is abstract and written.
N2|synonym|直す|なおす|to fix; to correct|v|修正する|しゅうせいする|to revise; to amend|v|修正する is amending documents, plans and figures.
N2|synonym|なるべく|なるべく|as much as possible|adv|できるだけ|できるだけ|as far as possible|adv|できるだけ is slightly stronger; なるべく softens a request.
N2|synonym|能力|のうりょく|ability|n|実力|じつりょく|real ability; competence|n|実力 is proven ability in practice, as opposed to potential.
N2|synonym|発見する|はっけんする|to discover|v|見つける|みつける|to find|v|発見する is finding something previously unknown; 見つける is finding what you looked for.
N2|synonym|発生する|はっせいする|to occur; to break out|v|起こる|おこる|to happen|v|発生する suits incidents, faults and disasters, and appears in news writing.
N2|synonym|発展する|はってんする|to develop; to expand|v|発達する|はったつする|to develop; to mature|v|発達する is natural growth of abilities or systems; 発展 is expansion of scale.
N2|synonym|発表する|はっぴょうする|to announce; to present|v|公表する|こうひょうする|to make public; to disclose|v|公表する stresses releasing information that was previously withheld.
N2|synonym|判断する|はんだんする|to judge; to decide|v|決める|きめる|to decide|v|判断する is deciding after weighing evidence; 決める is simply settling on something.
N2|synonym|販売する|はんばいする|to sell; to market|v|売る|うる|to sell|v|販売する is commercial selling by a business.
N2|synonym|比較する|ひかくする|to compare|v|比べる|くらべる|to compare|v|比較する is analytical and written; 比べる is the spoken verb.
N2|synonym|費用|ひよう|cost; expense|n|経費|けいひ|expenses; overheads|n|経費 is business expenses that can be claimed.
N2|synonym|含む|ふくむ|to include; to contain|v|含める|ふくめる|to include (deliberately)|v|含む describes what is inside; 含める is the speaker choosing to count it in.
N2|synonym|不足|ふそく|shortage; lack|n|欠乏|けつぼう|deficiency|n|欠乏 is technical and used for nutrients and resources.
N2|synonym|増やす|ふやす|to increase (something)|v|拡充する|かくじゅうする|to expand; to enhance|v|拡充する is expanding a service or facility, common in policy writing.
N2|synonym|減らす|へらす|to reduce|v|削減する|さくげんする|to cut; to slash|v|削減する is the business word for cutting costs and staff.
N2|synonym|報告する|ほうこくする|to report|v|知らせる|しらせる|to inform; to let know|v|報告する is upward, to a superior or an organisation.
N2|synonym|方法|ほうほう|method; means|n|手段|しゅだん|means; measure|n|手段 is the instrument used to reach a goal, and can imply doing whatever it takes.
N2|synonym|訪問する|ほうもんする|to visit; to call on|v|訪ねる|たずねる|to visit|v|訪問する is official or business visiting; 訪ねる is personal.
N2|synonym|保護する|ほごする|to protect; to safeguard|v|守る|まもる|to protect; to keep|v|保護する is official protection of the vulnerable or of data.
N2|synonym|保存する|ほぞんする|to preserve; to save|v|取っておく|とっておく|to keep; to set aside|v|取っておく is casual and personal — keeping something for later.
N2|synonym|ほとんど|ほとんど|almost; most of|adv|大部分|だいぶぶん|the greater part|n|大部分 is a noun used in writing; ほとんど is an adverb used in speech.
N2|synonym|自ら|みずから|oneself; personally|adv|自分で|じぶんで|by oneself|adv|自ら is formal and emphasises taking the initiative.
N2|synonym|認める|みとめる|to recognise; to admit|v|評価する|ひょうかする|to appreciate; to rate|v|評価する is judging worth, and in the positive sense means to think highly of.
N2|synonym|見る|みる|to look; to watch|v|観察する|かんさつする|to observe|v|観察する is watching carefully to learn something.
N2|synonym|むしろ|むしろ|rather; if anything|adv|かえって|かえって|on the contrary; instead|adv|かえって means the result was the opposite of what was intended; むしろ compares two options.
N2|synonym|明確|めいかく|clear; definite|na|はっきり|はっきり|clearly; plainly|adv|明確 is a formal adjective for statements and rules; はっきり is a spoken adverb.
N2|synonym|命令する|めいれいする|to order; to command|v|指示する|しじする|to instruct; to direct|v|指示する is workplace instruction; 命令する implies authority and no refusal.
N2|synonym|目立つ|めだつ|to stand out|v|際立つ|きわだつ|to be conspicuous; to stand out|v|際立つ is written and usually positive; 目立つ can be neutral or negative.
N2|synonym|めったに|めったに|rarely; seldom|adv|ほとんど|ほとんど|hardly|adv|Both require a negative verb: めったに行かない, ほとんど行かない.
N2|synonym|問題|もんだい|problem; issue|n|課題|かだい|challenge; task|n|課題 is a problem framed as something to work on; it is also homework.
N2|synonym|やはり|やはり|as expected; after all|adv|思った通り|おもったとおり|just as I thought|exp|やはり confirms an expectation and softens to やっぱり in speech.
N2|synonym|やめる|やめる|to quit; to give up|v|中断する|ちゅうだんする|to interrupt; to suspend|v|中断する is stopping partway with the option of resuming.
N2|synonym|要求する|ようきゅうする|to demand; to request|v|求める|もとめる|to seek; to ask for|v|要求する is forceful and can sound confrontational; 求める is neutral.
N2|synonym|予想する|よそうする|to expect; to anticipate|v|予測する|よそくする|to forecast; to predict|v|予測する implies data and analysis; 予想する can be a hunch.
N2|synonym|理由|りゆう|reason|n|根拠|こんきょ|grounds; basis|n|根拠 is evidence supporting a claim, not motivation for an action.
N2|synonym|利用する|りようする|to utilise; to make use of|v|使用する|しようする|to use; to employ|v|使用する is physical use of an object; 利用する is using a service or opportunity.
N2|synonym|わずか|わずか|only; a mere|adv|ほんの少し|ほんのすこし|just a little|adv|わずか emphasises how small the amount is, often with surprise.
N2|synonym|渡す|わたす|to hand over|v|提出する|ていしゅつする|to submit|v|提出する is submitting documents to an authority.
N2|synonym|我々|われわれ|we; us|n|私たち|わたしたち|we; us|n|我々 is formal, speech-like and male-leaning; 私たち is neutral.
N2|antonym|安定|あんてい|stability|n|不安定|ふあんてい|instability|n|
N2|antonym|一時的|いちじてき|temporary|na|永久的|えいきゅうてき|permanent|na|永続的 is the more common word in business writing.
N2|antonym|屋内|おくない|indoors|n|屋外|おくがい|outdoors|n|Common on signage; 室内 is the usual word for inside a room.
N2|antonym|温暖|おんだん|warm; mild (climate)|na|寒冷|かんれい|cold; frigid (climate)|na|Climate vocabulary: 温暖化 is global warming.
N2|antonym|開始|かいし|start; beginning|n|終了|しゅうりょう|end; completion|n|The formal pair used on schedules and systems.
N2|antonym|開放|かいほう|opening up; release|n|閉鎖|へいさ|closure; shutting down|n|
N2|antonym|拡大|かくだい|expansion; enlargement|n|縮小|しゅくしょう|reduction; downsizing|n|
N2|antonym|過剰|かじょう|excess; surplus|na|不足|ふそく|shortage|n|
N2|antonym|加入|かにゅう|joining; enrolment|n|脱退|だったい|withdrawal; leaving|n|
N2|antonym|可能|かのう|possible|na|不可能|ふかのう|impossible|na|
N2|antonym|義務|ぎむ|duty; obligation|n|権利|けんり|right; entitlement|n|
N2|antonym|義務的|ぎむてき|compulsory|na|任意|にんい|optional; voluntary|n|任意 appears on forms beside 必須.
N2|antonym|供給|きょうきゅう|supply|n|需要|じゅよう|demand|n|
N2|antonym|許可|きょか|permission|n|禁止|きんし|prohibition|n|
N2|antonym|拒否|きょひ|refusal; rejection|n|承諾|しょうだく|consent; acceptance|n|
N2|antonym|具体的|ぐたいてき|concrete; specific|na|抽象的|ちゅうしょうてき|abstract|na|具体的に言うと is a standard way to introduce an example.
N2|antonym|原因|げんいん|cause|n|結果|けっか|result; outcome|n|
N2|antonym|現実|げんじつ|reality|n|理想|りそう|ideal|n|
N2|antonym|建設|けんせつ|construction|n|破壊|はかい|destruction|n|
N2|antonym|高価|こうか|expensive; costly|na|安価|あんか|cheap; low-priced|na|Written words; 高い and 安い are spoken.
N2|antonym|攻撃|こうげき|attack; offence|n|防御|ぼうぎょ|defence|n|守備 is the usual word in sport.
N2|antonym|好調|こうちょう|going well; in good shape|na|不調|ふちょう|slump; out of sorts|na|
N2|antonym|肯定|こうてい|affirmation|n|否定|ひてい|denial; negation|n|
N2|antonym|最大|さいだい|maximum; largest|n|最小|さいしょう|minimum; smallest|n|最少 with a different kanji means fewest in number.
N2|antonym|自然|しぜん|nature; natural|na|人工|じんこう|artificial; man-made|n|
N2|antonym|質|しつ|quality|n|量|りょう|quantity|n|質より量 and 量より質 are both set phrases.
N2|antonym|就職|しゅうしょく|getting a job|n|退職|たいしょく|leaving a job; retiring|n|
N2|antonym|集中|しゅうちゅう|concentration|n|分散|ぶんさん|dispersal; distribution|n|集中する also means to concentrate mentally.
N2|antonym|収入|しゅうにゅう|income|n|支出|ししゅつ|expenditure|n|
N2|antonym|主観的|しゅかんてき|subjective|na|客観的|きゃっかんてき|objective|na|
N2|antonym|出勤|しゅっきん|going to work|n|退勤|たいきん|leaving work|n|
N2|antonym|出版|しゅっぱん|publication|n|絶版|ぜっぱん|out of print|n|
N2|antonym|需要|じゅよう|demand|n|供給過剰|きょうきゅうかじょう|oversupply|n|Economic reading vocabulary; 需給 is the two-character contraction.
N2|antonym|上司|じょうし|superior; boss|n|部下|ぶか|subordinate; staff|n|Never call yourself someone's 部下 to their face; it sounds servile.
N2|antonym|上昇|じょうしょう|rise; ascent|n|下降|かこう|descent; decline|n|下降 is technical; 低下 is more common for falling numbers.
N2|antonym|勝利|しょうり|victory|n|敗北|はいぼく|defeat|n|Written and formal; 勝つ and 負ける are spoken.
N2|antonym|上流|じょうりゅう|upstream; upper class|n|下流|かりゅう|downstream; lower reaches|n|
N2|antonym|慎重|しんちょう|cautious; careful|na|大胆|だいたん|bold; daring|na|慎重 is praise for care; 臆病 is the negative word for timid.
N2|antonym|素直|すなお|honest; obedient|na|頑固|がんこ|stubborn|na|素直 praises someone who takes advice without resistance.
N2|antonym|鋭い|するどい|sharp; keen|ia|鈍い|にぶい|dull; slow|ia|Both extend to perception: 鋭い指摘, 鈍い人.
N2|antonym|清潔|せいけつ|clean; hygienic|na|不潔|ふけつ|unclean; filthy|na|清潔 is about hygiene; きれい can simply mean tidy.
N2|antonym|生産|せいさん|production|n|消費|しょうひ|consumption|n|
N2|antonym|正常|せいじょう|normal|na|異常|いじょう|abnormal; unusual|na|異常 also describes extreme weather: 異常気象.
N2|antonym|積極的|せっきょくてき|proactive; positive|na|消極的|しょうきょくてき|passive; reluctant|na|These describe attitude, not optimism — that is 楽観的.
N2|antonym|絶対|ぜったい|absolute; definitely|adv|相対的|そうたいてき|relative|na|絶対 in speech usually just means definitely.
N2|antonym|前進|ぜんしん|advance; moving forward|n|後退|こうたい|retreat; setback|n|
N2|antonym|全面|ぜんめん|full; across the board|n|部分的|ぶぶんてき|partial|na|
N2|antonym|増税|ぞうぜい|tax increase|n|減税|げんぜい|tax reduction|n|
N2|antonym|促進|そくしん|promotion; acceleration|n|抑制|よくせい|restraint; suppression|n|
N2|antonym|短期|たんき|short term|n|長期|ちょうき|long term|n|
N2|antonym|中止|ちゅうし|cancellation|n|継続|けいぞく|continuation|n|
N2|antonym|中心|ちゅうしん|centre; core|n|周辺|しゅうへん|periphery; surrounding area|n|
N2|antonym|長所|ちょうしょ|strong point; merit|n|短所|たんしょ|weak point; fault|n|The standard pair in job interviews.
N2|antonym|直接|ちょくせつ|direct; directly|n|間接|かんせつ|indirect|n|間接 rarely stands alone; it usually modifies: 間接的に.
N2|antonym|独立|どくりつ|independence|n|依存|いぞん|dependence; reliance|n|
N2|antonym|都市|とし|city; urban area|n|農村|のうそん|farming village; rural area|n|
N2|antonym|内容|ないよう|content; substance|n|形式|けいしき|form; format|n|
N2|antonym|派手|はで|flashy; showy|na|地味|じみ|plain; understated|na|Neither is purely negative — 地味 can be a compliment about good taste.
N2|antonym|平等|びょうどう|equality|n|差別|さべつ|discrimination|n|
N2|antonym|保存|ほぞん|preservation; saving|n|廃棄|はいき|disposal; scrapping|n|保存 is also the word for saving a computer file.
N2|antonym|明確|めいかく|clear; definite|na|曖昧|あいまい|vague; ambiguous|na|曖昧 is often criticised in business as avoiding a decision.
N2|antonym|有害|ゆうがい|harmful|na|無害|むがい|harmless|na|
N2|antonym|有効|ゆうこう|valid; effective|na|無効|むこう|invalid; void|na|Standard on tickets and contracts: 有効期限.
N2|antonym|優勝|ゆうしょう|winning the championship|n|敗退|はいたい|elimination; being knocked out|n|
N2|antonym|豊か|ゆたか|rich; abundant|na|貧しい|まずしい|poor; scarce|ia|豊か covers wealth, nature and expression alike.
N2|antonym|楽観的|らっかんてき|optimistic|na|悲観的|ひかんてき|pessimistic|na|
N2|antonym|利益|りえき|profit; benefit|n|損失|そんしつ|loss|n|
N2|antonym|理論|りろん|theory|n|実践|じっせん|practice; putting into action|n|
N2|antonym|例外|れいがい|exception|n|原則|げんそく|principle; rule|n|原則として means as a general rule.
